Index,Date,Open,High,Low,Close,Adj Close,Volume
KS11,27-06-1997,743.390015,751.380005,737.97998,738.429993,738.429993,42400
KS11,30-06-1997,746.299988,753.559998,744.210022,745.400024,745.400024,29300
KS11,01-07-1997,744.97998,760.52002,744.669983,758.030029,758.030029,37000
KS11,02-07-1997,763.390015,777.289978,763.390015,777.289978,777.289978,52200
KS11,03-07-1997,778.820007,782.169983,773.27002,775.26001,775.26001,51200
KS11,04-07-1997,776.02002,783.23999,773.900024,781.700012,781.700012,47900
KS11,07-07-1997,777.700012,777.75,772.140015,773.51001,773.51001,38400
KS11,08-07-1997,773,774,761.570007,767.73999,767.73999,39600
KS11,09-07-1997,768.26001,772.23999,763.969971,771.98999,771.98999,39400
KS11,10-07-1997,771.98999,773.169983,765.5,767.77002,767.77002,38300
KS11,11-07-1997,766.909973,771.080017,762.710022,768.299988,768.299988,39400
KS11,14-07-1997,767.169983,770.72998,763.609985,764.450012,764.450012,40000
KS11,15-07-1997,762.929993,764.200012,748.469971,755.049988,755.049988,42000
KS11,16-07-1997,750.349976,750.349976,737.590027,739.719971,739.719971,44000
GDAXI,31-05-2002,4765.919922,4859.009766,4765.919922,4818.299805,4818.299805,77926300
