Index,Date,Open,High,Low,Close,Adj Close,Volume
399001.SZ,10-02-2012,9539.700195,9699.299805,9539.700195,9590.950195,9590.842773,90900
399001.SZ,13-02-2012,9463.950195,9670.780273,9420.400391,9585.080078,9584.972656,67900
399001.SZ,14-02-2012,9574.870117,9597.080078,9478.589844,9543.780273,9543.673828,52300
399001.SZ,15-02-2012,9523.650391,9725.219727,9515.790039,9673.44043,9673.332031,77700
399001.SZ,16-02-2012,9647.150391,9727.030273,9557.94043,9622.830078,9622.72168,82700
399001.SZ,17-02-2012,9681.450195,9719.530273,9553.589844,9615.339844,9615.231445,57600
399001.SZ,20-02-2012,9741.150391,9755.759766,9616.650391,9616.650391,9616.541992,76000
399001.SZ,21-02-2012,9632.44043,9695.870117,9539.830078,9695.870117,9695.761719,58100
399001.SZ,22-02-2012,9709.929688,9865.769531,9701.55957,9862.540039,9862.429688,106400
399001.SZ,23-02-2012,9859.429688,9958.75,9840.049805,9918.94043,9918.829102,103500
399001.SZ,24-02-2012,9922.160156,10131.12988,9907.030273,10124.15039,10124.03711,123300
399001.SZ,27-02-2012,10157.17969,10333.91992,10157.17969,10177.33008,10177.21582,137100
399001.SZ,28-02-2012,10155.04004,10233.07031,10087.05957,10161.86035,10161.74609,97900
399001.SZ,29-02-2012,10126.67969,10214.62988,10048.79004,10054.83984,10054.72656,82000
399001.SZ,01-03-2012,10011.12012,10125.66992,10011.12012,10060.95996,10060.84668,55900
399001.SZ,02-03-2012,10078.82031,10301.63965,10078.82031,10299.94043,10299.8252,88700
399001.SZ,05-03-2012,10338,10379.45996,10217.53027,10226.44043,10226.32617,92900
399001.SZ,06-03-2012,10193.23047,10225.04981,10070.49023,10093.80957,10093.69629,83100
399001.SZ,07-03-2012,9997.889648,10173.66016,9991.330078,10054.87012,10054.75684,92300
399001.SZ,08-03-2012,10092.12988,10228.24023,10084.51953,10171.12988,10171.01563,81000
399001.SZ,09-03-2012,10202.9502,10334.37988,10161.71973,10334.37988,10334.26367,84600
399001.SZ,12-03-2012,10322.9502,10373.91992,10228.38965,10300.5,10300.38477,85300
399001.SZ,13-03-2012,10308.63965,10427.24023,10292.04981,10427.24023,10427.12305,77600
399001.SZ,14-03-2012,10487.29981,10529,10063.79004,10094.88965,10094.77637,145200
399001.SZ,15-03-2012,10101.28027,10173.37988,10013.42969,10086.55957,10086.44629,99400
399001.SZ,16-03-2012,10115.30957,10284.25,10071.58008,10279.29981,10279.18457,78600
399001.SZ,19-03-2012,10256.50977,10306.45996,10186.08008,10296.16992,10296.05469,75500
399001.SZ,20-03-2012,10255.25,10255.25,10110.37988,10116.38965,10116.27637,70800
399001.SZ,21-03-2012,10152.29981,10225.54004,10006.91992,10090.44043,10090.32715,75100
399001.SZ,22-03-2012,10082.25,10116.9502,10008.87988,10038.9502,10038.83789,52600
399001.SZ,23-03-2012,10002.90039,10029.44043,9858.370117,9885.25,9885.138672,56300
399001.SZ,26-03-2012,9871.889648,9956.360352,9871.889648,9946.139648,9946.02832,58000
399001.SZ,27-03-2012,9959.44043,10008.67969,9830.509766,9841.379883,9841.269531,51200
399001.SZ,28-03-2012,9800.290039,9824.620117,9515.980469,9531.150391,9531.043945,66500
399001.SZ,29-03-2012,9478.120117,9565.009766,9352.169922,9418.230469,9418.125,67300
399001.SZ,30-03-2012,9426.639648,9505.139648,9365.530273,9410.259766,9410.154297,45700
