Index,Date,Open,High,Low,Close,Adj Close,Volume
GDAXI,27-08-2001,5397.640137,5455.120117,5382.120117,5406.470215,5406.470215,36510400
GDAXI,28-08-2001,5406.259766,5454.990234,5286.5,5308.779785,5308.779785,70305100
GDAXI,29-08-2001,5290.680176,5347.279785,5239.990234,5305,5305,57166300
GDAXI,30-08-2001,5296.299805,5334.540039,5157.660156,5162.399902,5162.399902,67192200
GDAXI,31-08-2001,5160.02002,5228.450195,5132.27002,5188.169922,5188.169922,53901900
GDAXI,03-09-2001,5195.669922,5205.259766,5062.950195,5094.100098,5094.100098,47952900
GDAXI,04-09-2001,5102.279785,5220.100098,5034.720215,5208.100098,5208.100098,75442100
GDAXI,05-09-2001,5188.299805,5188.299805,5028.299805,5048.080078,5048.080078,66021000
GDAXI,06-09-2001,5058.759766,5109.930176,4849.029785,4875.370117,4875.370117,94951900
GDAXI,07-09-2001,4871.410156,4910.930176,4713.120117,4730.669922,4730.669922,86180900
GDAXI,10-09-2001,4725.160156,4758.100098,4528.069824,4670.129883,4670.129883,85870100
GDAXI,11-09-2001,4680.799805,4788.379883,4130.52002,4273.529785,4273.529785,119871600
GDAXI,12-09-2001,4259.529785,4403.509766,4159.649902,4335.200195,4335.200195,106151700
GDAXI,13-09-2001,4342.589844,4397.009766,4277.5,4392.399902,4392.399902,76667300
GDAXI,14-09-2001,4385.879883,4441.169922,4115.97998,4115.97998,4115.97998,93944400
GDAXI,17-09-2001,4120.560059,4301.470215,3983.560059,4234.549805,4234.549805,114005900
GDAXI,18-09-2001,4237.700195,4238.169922,4122.109863,4194.850098,4194.850098,84265200
GDAXI,19-09-2001,4195.97998,4285.339844,4014.830078,4041.800049,4041.800049,95790200
GDAXI,20-09-2001,4044.97998,4110.439941,3778.179932,3809.669922,3809.669922,106624400
GDAXI,21-09-2001,3805,3826.050049,3539.179932,3787.22998,3787.22998,211972300
GDAXI,24-09-2001,3792.860107,4056.040039,3792.860107,4038.689941,4038.689941,86597600
GDAXI,25-09-2001,4035.310059,4135.5,3948.639893,4009.120117,4009.120117,95397200
GDAXI,26-09-2001,4014.399902,4186.040039,4014.399902,4095.320068,4095.320068,92820500
GDAXI,27-09-2001,4095.350098,4184.5,4048.199951,4184.5,4184.5,69376700
GDAXI,28-09-2001,4197.350098,4317.629883,4197.350098,4308.149902,4308.149902,74352700
GDAXI,01-10-2001,4315.060059,4316.390137,4183.660156,4239.970215,4239.970215,62164800
GDAXI,02-10-2001,4239.689941,4304.200195,4157.600098,4304.200195,4304.200195,69351200
GDAXI,03-10-2001,4304.009766,4441.549805,4181.089844,4436.660156,4436.660156,56352800
GDAXI,04-10-2001,4440.299805,4549.890137,4414.549805,4548.129883,4548.129883,95357900
GDAXI,05-10-2001,4537.52002,4592.140137,4441.319824,4487.689941,4487.689941,78881900
GDAXI,08-10-2001,4469.109863,4505.279785,4330.540039,4495.149902,4495.149902,58985200
GDAXI,09-10-2001,4488.470215,4545.680176,4436.540039,4472.419922,4472.419922,57453000
GDAXI,10-10-2001,4471.629883,4622.850098,4421.959961,4613.189941,4613.189941,69075000
GDAXI,11-10-2001,4627.720215,4742.180176,4616.680176,4718.459961,4718.459961,87391100
GDAXI,12-10-2001,4720.609863,4724.72998,4581.359863,4625.129883,4625.129883,69707200
GDAXI,15-10-2001,4619.589844,4623.950195,4496.589844,4548.47998,4548.47998,51965200
GDAXI,16-10-2001,4542.279785,4636.930176,4510.75,4626.47998,4626.47998,66856500
GDAXI,17-10-2001,4634.100098,4779.640137,4609.939941,4644.819824,4644.819824,86166000
GDAXI,18-10-2001,4628.089844,4628.089844,4493.839844,4574.370117,4574.370117,69063700
GDAXI,19-10-2001,4580.680176,4590.930176,4445.640137,4513.529785,4513.529785,75302500
GDAXI,22-10-2001,4518.359863,4633.240234,4480.160156,4619.319824,4619.319824,49633000
GDAXI,23-10-2001,4629.490234,4735.939941,4629.490234,4704.220215,4704.220215,71638300
GDAXI,24-10-2001,4689.040039,4841.140137,4652.25,4811.819824,4811.819824,74256700
GDAXI,25-10-2001,4805.029785,4874.310059,4651.350098,4715.600098,4715.600098,81978700
GDAXI,26-10-2001,4719.029785,4820.259766,4719.029785,4820.259766,4820.259766,59239900
GDAXI,29-10-2001,4812.600098,4812.600098,4659.75,4660.350098,4660.350098,47836100
GDAXI,30-10-2001,4658.52002,4658.52002,4476.609863,4543.97998,4543.97998,79948700
GDAXI,31-10-2001,4526.850098,4626.02002,4457.720215,4559.129883,4559.129883,80002000
GDAXI,01-11-2001,4556.709961,4637.180176,4481.549805,4636.129883,4636.129883,55041600
GDAXI,02-11-2001,4641.359863,4658.470215,4568.640137,4583.310059,4583.310059,60285200
GDAXI,05-11-2001,4588.689941,4755.109863,4588.689941,4755.109863,4755.109863,58321500
GDAXI,06-11-2001,4767.609863,4819.899902,4707.649902,4707.649902,4707.649902,65340800
GDAXI,07-11-2001,4715.149902,4862.850098,4676.25,4860.660156,4860.660156,74098300
GDAXI,08-11-2001,4851.379883,5005.950195,4833.589844,4993.569824,4993.569824,95078900
GDAXI,09-11-2001,4990.810059,4990.810059,4886.310059,4910.069824,4910.069824,61088800
GDAXI,12-11-2001,4907.609863,4910.120117,4648.680176,4820.370117,4820.370117,77913300
