Index,Date,Open,High,Low,Close,Adj Close,Volume
KS11,20-11-2018,2074.669922,2089.540039,2074.669922,2082.580078,2082.580078,281700
KS11,21-11-2018,2057.070068,2077.48999,2049.76001,2076.550049,2076.550049,267900
KS11,22-11-2018,2079.01001,2081.75,2066.199951,2069.949951,2069.949951,242500
KS11,23-11-2018,2073.26001,2075.909912,2047.959961,2057.47998,2057.47998,227200
KS11,26-11-2018,2060.169922,2083.959961,2060.169922,2083.02002,2083.02002,237700
KS11,27-11-2018,2091.75,2102.290039,2079.48999,2099.419922,2099.419922,239200
KS11,28-11-2018,2104.129883,2108.649902,2094.320068,2108.219971,2108.219971,300100
KS11,29-11-2018,2133.949951,2136.73999,2108.899902,2114.100098,2114.100098,307200
KS11,30-11-2018,2116.830078,2122.330078,2093.830078,2096.860107,2096.860107,427400
KS11,03-12-2018,2127.780029,2136.639893,2113.600098,2131.929932,2131.929932,436600
KS11,04-12-2018,2125.669922,2128.939941,2105.449951,2114.350098,2114.350098,507500
KS11,05-12-2018,2086.570068,2107.689941,2086.570068,2101.310059,2101.310059,492700
KS11,06-12-2018,2094.620117,2094.620117,2064,2068.689941,2068.689941,537400
KS11,07-12-2018,2081.679932,2086.840088,2065.620117,2075.76001,2075.76001,371600
KS11,10-12-2018,2048.449951,2061.780029,2043.209961,2053.790039,2053.790039,344200
KS11,11-12-2018,2058.159912,2060.939941,2047.170044,2052.969971,2052.969971,273900
KS11,12-12-2018,2062.77002,2084.77002,2061.129883,2082.570068,2082.570068,457100
KS11,13-12-2018,2087.429932,2104.429932,2084.370117,2095.550049,2095.550049,379800
KS11,14-12-2018,2095.639893,2095.639893,2061.399902,2069.379883,2069.379883,448200
KS11,17-12-2018,2071.209961,2075.929932,2065.51001,2071.090088,2071.090088,444500
KS11,18-12-2018,2057.389893,2074.310059,2054.26001,2062.110107,2062.110107,429500
KS11,19-12-2018,2068.949951,2080.649902,2063.01001,2078.840088,2078.840088,418800
KS11,20-12-2018,2063.699951,2071.080078,2047.52002,2060.120117,2060.120117,421100
KS11,21-12-2018,2052.699951,2061.51001,2049.76001,2061.48999,2061.48999,311400
KS11,24-12-2018,2050.379883,2059.939941,2046.180054,2055.01001,2055.01001,285300
KS11,26-12-2018,2028.810059,2037.829956,2014.280029,2028.01001,2028.01001,321500
KS11,27-12-2018,2032.089966,2035.569946,2021.390015,2028.439941,2028.439941,398000
KS11,28-12-2018,2036.699951,2046.969971,2035.410034,2041.040039,2041.040039,352700
KS11,02-01-2019,2050.550049,2053.449951,2004.27002,2010,2010,326400
KS11,03-01-2019,2011.810059,2014.719971,1991.650024,1993.699951,1993.699951,428000
KS11,04-01-2019,1992.400024,2011.560059,1984.530029,2010.25,2010.25,409000
KS11,07-01-2019,2034.23999,2048.060059,2030.900024,2037.099976,2037.099976,440200
KS11,08-01-2019,2038.680054,2042.699951,2023.589966,2025.27002,2025.27002,397800
KS11,09-01-2019,2034.189941,2068.22998,2034.189941,2064.709961,2064.709961,386200
KS11,10-01-2019,2065.72998,2072.810059,2057.159912,2063.280029,2063.280029,382900
KS11,11-01-2019,2070.360107,2076.98999,2063.98999,2075.570068,2075.570068,380100
KS11,14-01-2019,2070.48999,2073.939941,2059.459961,2064.52002,2064.52002,432900
